durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
5.75,BONGKAR,UNTANKING,ON COVER TYPE WELDED,23000,REPAIR,,
5.75,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),23000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),23000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,23000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),23000,REPAIR,,
7.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),23000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,23000,REPAIR,,
1.5,BONGKAR,CONSERVATOR,CONSERVATOR,23000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX HV,23000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX LV,23000,REPAIR,,
4,BONGKAR,CABLE BOX,CABLE BOX HV-LV,23000,REPAIR,,
1.5,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,23000,REPAIR,,
3,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,23000,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,23000,REPAIR,,
1.5,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,23000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,23000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,23000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,23000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,23000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,23000,REPAIR,,
2,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,23000,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,23000,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,23000,REPAIR,,
22,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,23000,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,23000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,23000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,23000,REPAIR,,
131,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),23000,REPAIR,,
131,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,23000,REPAIR,,
92,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,23000,REPAIR,,
156,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,23000,REPAIR,,
270,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,23000,REPAIR,,
268,COIL MAKING,COIL LV,FLAT HELICAL,23000,REPAIR,,
293,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,23000,REPAIR,,
293,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,23000,REPAIR,,
350,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,23000,REPAIR,,
295,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,23000,REPAIR,,
293,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),23000,REPAIR,,
318,COIL MAKING,COIL LV,GROUNDSHIELD,23000,REPAIR,,
318,COIL MAKING,COIL LV,TRANSPOSE,23000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,23000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,23000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,23000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,23000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,23000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,23000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,23000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,23000,REPAIR,,
0,COIL MAKING,COIL HV,2 SECTION,23000,REPAIR,,
0,COIL MAKING,COIL HV,4 SECTION,23000,REPAIR,,
0,COIL MAKING,COIL HV,FR OLTC,23000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,23000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,23000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,23000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,23000,REPAIR,,
371,COIL MAKING,COIL HV,TRANSPOSE,23000,REPAIR,,
328,COIL MAKING,COIL HV,PRESS COIL,23000,REPAIR,,
72,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,23000,REPAIR,,
32,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,23000,REPAIR,,
200,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,23000,REPAIR,,
63,CONNECTION,CONNECTION,OFF-LOAD,23000,REPAIR,,
380,CONNECTION,CONNECTION,ON-LOAD,23000,REPAIR,,
47,CONNECTION,CONNECTION,CHANGE OVER BOARD,23000,REPAIR,,
126,CONNECTION,CONNECTION,DOUBLE TAP,23000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,FLAT,23000,REPAIR,,
12,FINAL ASSEMBLY,HV CONNECTION,RAIL,23000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,23000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,FLAT,23000,REPAIR,,
12,FINAL ASSEMBLY,LV CONNECTION,RAIL,23000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,23000,REPAIR,,
30,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,23000,REPAIR,,
32,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,23000,REPAIR,,
0,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,23000,REPAIR,,
7,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,23000,REPAIR,,
8,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,23000,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,23000,REPAIR,,
36,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,23000,REPAIR,,
33,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,23000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,23000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,23000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,23000,REPAIR,,
2.5,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,23000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,23000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,23000,REPAIR,,
7,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,23000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,23000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,OLTC,23000,REPAIR,,
1.5,FINISHING,ACCESSORIES TRAFO,MOLG,23000,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,23000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,23000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,23000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,FAN,23000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,23000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,23000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,23000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,23000,REPAIR,,
5,FINISHING,CABLE BOX,HV / LV,23000,REPAIR,,
10,FINISHING,CABLE BOX,HV + LV,23000,REPAIR,,
5,FINISHING,WIRING,STANDARD,23000,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,23000,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),23000,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),23000,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),23000,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),23000,REPAIR,,
25,FINISHING,RADIATOR PANEL,BONGKAR,23000,REPAIR,,
30,FINISHING,RADIATOR PANEL,PASANG,23000,REPAIR,,
3,FINISHING,CONSERVATOR,BONGKAR,23000,REPAIR,,
3,FINISHING,CONSERVATOR,PASANG,23000,REPAIR,,
6,QC TEST,QC TEST,ROUTINE TEST,23000,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,23000,REPAIR,,
12,QC TEST,QC TEST,TEMPERATURE RISE,23000,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,23000,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,23000,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,23000,REPAIR,,
2.5,QC TEST,QC TEST,PD,23000,REPAIR,,
0.33,QC TEST,QC TEST,DGA,23000,REPAIR,,
4.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),25000,REPAIR,,
6.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),25000,REPAIR,,
5.75,BONGKAR,UNTANKING,ON COVER TYPE WELDED,25000,REPAIR,,
5.75,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),25000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),25000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,25000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),25000,REPAIR,,
7.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),25000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,25000,REPAIR,,
1.5,BONGKAR,CONSERVATOR,CONSERVATOR,25000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX HV,25000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX LV,25000,REPAIR,,
4,BONGKAR,CABLE BOX,CABLE BOX HV-LV,25000,REPAIR,,
1.5,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,25000,REPAIR,,
3,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,25000,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,25000,REPAIR,,
1.5,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,25000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,25000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,25000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,25000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,25000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,25000,REPAIR,,
2,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,25000,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,25000,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,25000,REPAIR,,
22,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,25000,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,25000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,25000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,25000,REPAIR,,
131,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),25000,REPAIR,,
131,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,25000,REPAIR,,
92,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,25000,REPAIR,,
156,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,25000,REPAIR,,
270,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,25000,REPAIR,,
268,COIL MAKING,COIL LV,FLAT HELICAL,25000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,25000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,25000,REPAIR,,
350,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,25000,REPAIR,,
295,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,25000,REPAIR,,
293,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),25000,REPAIR,,
386,COIL MAKING,COIL LV,GROUNDSHIELD,25000,REPAIR,,
386,COIL MAKING,COIL LV,TRANSPOSE,25000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,25000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,25000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,25000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,25000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,25000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,25000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,25000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,25000,REPAIR,,
0,COIL MAKING,COIL HV,2 SECTION,25000,REPAIR,,
0,COIL MAKING,COIL HV,4 SECTION,25000,REPAIR,,
0,COIL MAKING,COIL HV,FR OLTC,25000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,25000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,25000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,25000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,25000,REPAIR,,
371,COIL MAKING,COIL HV,TRANSPOSE,25000,REPAIR,,
328,COIL MAKING,COIL HV,PRESS COIL,25000,REPAIR,,
72,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,25000,REPAIR,,
32,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,25000,REPAIR,,
230,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,25000,REPAIR,,
63,CONNECTION,CONNECTION,OFF-LOAD,25000,REPAIR,,
390,CONNECTION,CONNECTION,ON-LOAD,25000,REPAIR,,
47,CONNECTION,CONNECTION,CHANGE OVER BOARD,25000,REPAIR,,
126,CONNECTION,CONNECTION,DOUBLE TAP,25000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,FLAT,25000,REPAIR,,
12,FINAL ASSEMBLY,HV CONNECTION,RAIL,25000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,25000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,FLAT,25000,REPAIR,,
12,FINAL ASSEMBLY,LV CONNECTION,RAIL,25000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,25000,REPAIR,,
30,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,25000,REPAIR,,
32,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,25000,REPAIR,,
0,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,25000,REPAIR,,
7,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,25000,REPAIR,,
8,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,25000,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,25000,REPAIR,,
36,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,25000,REPAIR,,
33,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,25000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,25000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,25000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,25000,REPAIR,,
2.5,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,25000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,25000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,25000,REPAIR,,
7,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,25000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,25000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,OLTC,25000,REPAIR,,
1.5,FINISHING,ACCESSORIES TRAFO,MOLG,25000,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,25000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,25000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,25000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,FAN,25000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,25000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,25000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,25000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,25000,REPAIR,,
5,FINISHING,CABLE BOX,HV / LV,25000,REPAIR,,
10,FINISHING,CABLE BOX,HV + LV,25000,REPAIR,,
5,FINISHING,WIRING,STANDARD,25000,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,25000,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),25000,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),25000,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),25000,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),25000,REPAIR,,
25,FINISHING,RADIATOR PANEL,BONGKAR,25000,REPAIR,,
30,FINISHING,RADIATOR PANEL,PASANG,25000,REPAIR,,
3,FINISHING,CONSERVATOR,BONGKAR,25000,REPAIR,,
3,FINISHING,CONSERVATOR,PASANG,25000,REPAIR,,
6,QC TEST,QC TEST,ROUTINE TEST,25000,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,25000,REPAIR,,
12,QC TEST,QC TEST,TEMPERATURE RISE,25000,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,25000,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,25000,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,25000,REPAIR,,
2.5,QC TEST,QC TEST,PD,25000,REPAIR,,
0.33,QC TEST,QC TEST,DGA,25000,REPAIR,,
4.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),26000,REPAIR,,
6.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),26000,REPAIR,,
5.75,BONGKAR,UNTANKING,ON COVER TYPE WELDED,26000,REPAIR,,
5.75,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),26000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),26000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,26000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),26000,REPAIR,,
7.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),26000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,26000,REPAIR,,
1.5,BONGKAR,CONSERVATOR,CONSERVATOR,26000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX HV,26000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX LV,26000,REPAIR,,
4,BONGKAR,CABLE BOX,CABLE BOX HV-LV,26000,REPAIR,,
1.5,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,26000,REPAIR,,
3,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,26000,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,26000,REPAIR,,
1.5,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,26000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,26000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,26000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,26000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,26000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,26000,REPAIR,,
2,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,26000,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,26000,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,26000,REPAIR,,
22,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,26000,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,26000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,26000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,26000,REPAIR,,
131,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),26000,REPAIR,,
131,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,26000,REPAIR,,
134,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,26000,REPAIR,,
156,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,26000,REPAIR,,
270,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,26000,REPAIR,,
268,COIL MAKING,COIL LV,FLAT HELICAL,26000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,26000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,26000,REPAIR,,
350,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,26000,REPAIR,,
295,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,26000,REPAIR,,
293,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),26000,REPAIR,,
386,COIL MAKING,COIL LV,GROUNDSHIELD,26000,REPAIR,,
386,COIL MAKING,COIL LV,TRANSPOSE,26000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,26000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,26000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,26000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,26000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,26000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,26000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,26000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,26000,REPAIR,,
0,COIL MAKING,COIL HV,2 SECTION,26000,REPAIR,,
0,COIL MAKING,COIL HV,4 SECTION,26000,REPAIR,,
0,COIL MAKING,COIL HV,FR OLTC,26000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,26000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,26000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,26000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,26000,REPAIR,,
371,COIL MAKING,COIL HV,TRANSPOSE,26000,REPAIR,,
396,COIL MAKING,COIL HV,PRESS COIL,26000,REPAIR,,
72,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,26000,REPAIR,,
32,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,26000,REPAIR,,
230,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,26000,REPAIR,,
70,CONNECTION,CONNECTION,OFF-LOAD,26000,REPAIR,,
395,CONNECTION,CONNECTION,ON-LOAD,26000,REPAIR,,
50,CONNECTION,CONNECTION,CHANGE OVER BOARD,26000,REPAIR,,
140,CONNECTION,CONNECTION,DOUBLE TAP,26000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,FLAT,26000,REPAIR,,
12,FINAL ASSEMBLY,HV CONNECTION,RAIL,26000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,26000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,FLAT,26000,REPAIR,,
12,FINAL ASSEMBLY,LV CONNECTION,RAIL,26000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,26000,REPAIR,,
30,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,26000,REPAIR,,
32,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,26000,REPAIR,,
0,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,26000,REPAIR,,
7,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,26000,REPAIR,,
8,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,26000,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,26000,REPAIR,,
36,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,26000,REPAIR,,
